id_film_actor,actor_id,film_id,last_update
391,16,221,2/15/2006 10:05
392,16,267,2/15/2006 10:05
393,16,269,2/15/2006 10:05
394,16,271,2/15/2006 10:05
395,16,280,2/15/2006 10:05
396,16,287,2/15/2006 10:05
397,16,345,2/15/2006 10:05
398,16,438,2/15/2006 10:05
399,16,453,2/15/2006 10:05
400,16,455,2/15/2006 10:05
401,16,456,2/15/2006 10:05
402,16,503,2/15/2006 10:05
403,16,548,2/15/2006 10:05
404,16,582,2/15/2006 10:05
405,16,583,2/15/2006 10:05
406,16,717,2/15/2006 10:05
407,16,758,2/15/2006 10:05
408,16,779,2/15/2006 10:05
409,16,886,2/15/2006 10:05
410,16,967,2/15/2006 10:05
411,17,96,2/15/2006 10:05
412,17,119,2/15/2006 10:05
413,17,124,2/15/2006 10:05
414,17,127,2/15/2006 10:05
415,17,154,2/15/2006 10:05
416,17,199,2/15/2006 10:05
417,17,201,2/15/2006 10:05
418,17,236,2/15/2006 10:05
419,17,280,2/15/2006 10:05
420,17,310,2/15/2006 10:05
421,17,313,2/15/2006 10:05
422,17,378,2/15/2006 10:05
423,17,457,2/15/2006 10:05
424,17,469,2/15/2006 10:05
425,17,478,2/15/2006 10:05
426,17,500,2/15/2006 10:05
427,17,515,2/15/2006 10:05
428,17,521,2/15/2006 10:05
429,17,573,2/15/2006 10:05
430,17,603,2/15/2006 10:05
431,17,606,2/15/2006 10:05
432,17,734,2/15/2006 10:05
433,17,770,2/15/2006 10:05
434,17,794,2/15/2006 10:05
435,17,800,2/15/2006 10:05
436,17,853,2/15/2006 10:05
437,17,873,2/15/2006 10:05
438,17,874,2/15/2006 10:05
439,17,880,2/15/2006 10:05
440,17,948,2/15/2006 10:05
441,17,957,2/15/2006 10:05
442,17,959,2/15/2006 10:05
443,18,44,2/15/2006 10:05
444,18,84,2/15/2006 10:05
445,18,144,2/15/2006 10:05
446,18,172,2/15/2006 10:05
447,18,268,2/15/2006 10:05
448,18,279,2/15/2006 10:05
449,18,280,2/15/2006 10:05
450,18,321,2/15/2006 10:05
451,18,386,2/15/2006 10:05
452,18,460,2/15/2006 10:05
453,18,462,2/15/2006 10:05
454,18,484,2/15/2006 10:05
455,18,536,2/15/2006 10:05
456,18,561,2/15/2006 10:05
457,18,612,2/15/2006 10:05
458,18,717,2/15/2006 10:05
459,18,808,2/15/2006 10:05
460,18,842,2/15/2006 10:05
461,18,863,2/15/2006 10:05
462,18,883,2/15/2006 10:05
463,18,917,2/15/2006 10:05
464,18,944,2/15/2006 10:05
465,19,2,2/15/2006 10:05
466,19,3,2/15/2006 10:05
467,19,144,2/15/2006 10:05
468,19,152,2/15/2006 10:05
469,19,182,2/15/2006 10:05
470,19,208,2/15/2006 10:05
471,19,212,2/15/2006 10:05
472,19,217,2/15/2006 10:05
473,19,266,2/15/2006 10:05
474,19,404,2/15/2006 10:05
475,19,428,2/15/2006 10:05
476,19,473,2/15/2006 10:05
477,19,490,2/15/2006 10:05
478,19,510,2/15/2006 10:05
479,19,513,2/15/2006 10:05
480,19,644,2/15/2006 10:05
481,19,670,2/15/2006 10:05
482,19,673,2/15/2006 10:05
483,19,711,2/15/2006 10:05
484,19,750,2/15/2006 10:05
485,19,752,2/15/2006 10:05
486,19,756,2/15/2006 10:05
487,19,771,2/15/2006 10:05
488,19,785,2/15/2006 10:05
489,19,877,2/15/2006 10:05
490,20,1,2/15/2006 10:05
491,20,54,2/15/2006 10:05
492,20,63,2/15/2006 10:05
493,20,140,2/15/2006 10:05
494,20,146,2/15/2006 10:05
495,20,165,2/15/2006 10:05
496,20,231,2/15/2006 10:05
497,20,243,2/15/2006 10:05
498,20,269,2/15/2006 10:05
499,20,274,2/15/2006 10:05
500,20,348,2/15/2006 10:05
501,20,366,2/15/2006 10:05
502,20,445,2/15/2006 10:05
503,20,478,2/15/2006 10:05
504,20,492,2/15/2006 10:05
505,20,499,2/15/2006 10:05
506,20,527,2/15/2006 10:05
507,20,531,2/15/2006 10:05
508,20,538,2/15/2006 10:05
509,20,589,2/15/2006 10:05
510,20,643,2/15/2006 10:05
511,20,652,2/15/2006 10:05
512,20,663,2/15/2006 10:05
513,20,714,2/15/2006 10:05
514,20,717,2/15/2006 10:05
515,20,757,2/15/2006 10:05
516,20,784,2/15/2006 10:05
517,20,863,2/15/2006 10:05
518,20,962,2/15/2006 10:05
519,20,977,2/15/2006 10:05
520,21,6,2/15/2006 10:05
521,21,87,2/15/2006 10:05
522,21,88,2/15/2006 10:05
523,21,142,2/15/2006 10:05
524,21,159,2/15/2006 10:05
525,21,179,2/15/2006 10:05
526,21,253,2/15/2006 10:05
527,21,281,2/15/2006 10:05
528,21,321,2/15/2006 10:05
529,21,398,2/15/2006 10:05
530,21,426,2/15/2006 10:05
531,21,429,2/15/2006 10:05
532,21,497,2/15/2006 10:05
533,21,507,2/15/2006 10:05
534,21,530,2/15/2006 10:05
535,21,680,2/15/2006 10:05
536,21,686,2/15/2006 10:05
537,21,700,2/15/2006 10:05
538,21,702,2/15/2006 10:05
539,21,733,2/15/2006 10:05
540,21,734,2/15/2006 10:05
541,21,798,2/15/2006 10:05
542,21,804,2/15/2006 10:05
543,21,887,2/15/2006 10:05
544,21,893,2/15/2006 10:05
545,21,920,2/15/2006 10:05
546,21,983,2/15/2006 10:05
547,22,9,2/15/2006 10:05
548,22,23,2/15/2006 10:05
549,22,56,2/15/2006 10:05
550,22,89,2/15/2006 10:05
551,22,111,2/15/2006 10:05
552,22,146,2/15/2006 10:05
553,22,291,2/15/2006 10:05
554,22,294,2/15/2006 10:05
555,22,349,2/15/2006 10:05
556,22,369,2/15/2006 10:05
557,22,418,2/15/2006 10:05
558,22,430,2/15/2006 10:05
559,22,483,2/15/2006 10:05
560,22,491,2/15/2006 10:05
561,22,495,2/15/2006 10:05
562,22,536,2/15/2006 10:05
563,22,600,2/15/2006 10:05
564,22,634,2/15/2006 10:05
565,22,648,2/15/2006 10:05
566,22,688,2/15/2006 10:05
567,22,731,2/15/2006 10:05
568,22,742,2/15/2006 10:05
569,22,775,2/15/2006 10:05
570,22,802,2/15/2006 10:05
571,22,912,2/15/2006 10:05
572,22,964,2/15/2006 10:05
573,23,6,2/15/2006 10:05
574,23,42,2/15/2006 10:05
575,23,78,2/15/2006 10:05
576,23,105,2/15/2006 10:05
577,23,116,2/15/2006 10:05
578,23,117,2/15/2006 10:05
579,23,125,2/15/2006 10:05
580,23,212,2/15/2006 10:05
581,23,226,2/15/2006 10:05
582,23,235,2/15/2006 10:05
583,23,254,2/15/2006 10:05
584,23,367,2/15/2006 10:05
585,23,370,2/15/2006 10:05
586,23,414,2/15/2006 10:05
587,23,419,2/15/2006 10:05
588,23,435,2/15/2006 10:05
589,23,449,2/15/2006 10:05
590,23,491,2/15/2006 10:05
591,23,536,2/15/2006 10:05
592,23,549,2/15/2006 10:05
593,23,636,2/15/2006 10:05
594,23,649,2/15/2006 10:05
595,23,673,2/15/2006 10:05
596,23,691,2/15/2006 10:05
597,23,766,2/15/2006 10:05
598,23,782,2/15/2006 10:05
599,23,804,2/15/2006 10:05
600,23,820,2/15/2006 10:05
601,23,826,2/15/2006 10:05
602,23,833,2/15/2006 10:05
603,23,842,2/15/2006 10:05
604,23,853,2/15/2006 10:05
605,23,855,2/15/2006 10:05
606,23,856,2/15/2006 10:05
607,23,935,2/15/2006 10:05
608,23,981,2/15/2006 10:05
609,23,997,2/15/2006 10:05
610,24,3,2/15/2006 10:05
611,24,83,2/15/2006 10:05
612,24,112,2/15/2006 10:05
613,24,126,2/15/2006 10:05
614,24,148,2/15/2006 10:05
615,24,164,2/15/2006 10:05
616,24,178,2/15/2006 10:05
617,24,194,2/15/2006 10:05
618,24,199,2/15/2006 10:05
619,24,242,2/15/2006 10:05
620,24,256,2/15/2006 10:05
621,24,277,2/15/2006 10:05
622,24,335,2/15/2006 10:05
623,24,405,2/15/2006 10:05
624,24,463,2/15/2006 10:05
625,24,515,2/15/2006 10:05
626,24,585,2/15/2006 10:05
627,24,603,2/15/2006 10:05
628,24,653,2/15/2006 10:05
629,24,704,2/15/2006 10:05
630,24,781,2/15/2006 10:05
631,24,829,2/15/2006 10:05
632,24,832,2/15/2006 10:05
633,24,969,2/15/2006 10:05
634,25,21,2/15/2006 10:05
635,25,86,2/15/2006 10:05
636,25,153,2/15/2006 10:05
637,25,179,2/15/2006 10:05
638,25,204,2/15/2006 10:05
639,25,213,2/15/2006 10:05
640,25,226,2/15/2006 10:05
641,25,245,2/15/2006 10:05
642,25,311,2/15/2006 10:05
643,25,404,2/15/2006 10:05
644,25,411,2/15/2006 10:05
645,25,420,2/15/2006 10:05
646,25,538,2/15/2006 10:05
647,25,564,2/15/2006 10:05
648,25,583,2/15/2006 10:05
649,25,606,2/15/2006 10:05
650,25,688,2/15/2006 10:05
651,25,697,2/15/2006 10:05
652,25,755,2/15/2006 10:05
653,25,871,2/15/2006 10:05
654,25,914,2/15/2006 10:05
655,26,9,2/15/2006 10:05
656,26,21,2/15/2006 10:05
657,26,34,2/15/2006 10:05
658,26,90,2/15/2006 10:05
659,26,93,2/15/2006 10:05
660,26,103,2/15/2006 10:05
661,26,147,2/15/2006 10:05
662,26,186,2/15/2006 10:05
663,26,201,2/15/2006 10:05
664,26,225,2/15/2006 10:05
665,26,241,2/15/2006 10:05
666,26,327,2/15/2006 10:05
667,26,329,2/15/2006 10:05
668,26,340,2/15/2006 10:05
669,26,345,2/15/2006 10:05
670,26,390,2/15/2006 10:05
671,26,392,2/15/2006 10:05
672,26,529,2/15/2006 10:05
673,26,544,2/15/2006 10:05
674,26,564,2/15/2006 10:05
675,26,635,2/15/2006 10:05
676,26,644,2/15/2006 10:05
677,26,682,2/15/2006 10:05
678,26,688,2/15/2006 10:05
679,26,715,2/15/2006 10:05
680,26,732,2/15/2006 10:05
681,26,758,2/15/2006 10:05
682,26,764,2/15/2006 10:05
683,26,795,2/15/2006 10:05
684,26,821,2/15/2006 10:05
685,26,885,2/15/2006 10:05
686,26,904,2/15/2006 10:05
687,26,906,2/15/2006 10:05
688,27,19,2/15/2006 10:05
689,27,34,2/15/2006 10:05
690,27,85,2/15/2006 10:05
691,27,150,2/15/2006 10:05
692,27,172,2/15/2006 10:05
693,27,273,2/15/2006 10:05
694,27,334,2/15/2006 10:05
695,27,347,2/15/2006 10:05
696,27,359,2/15/2006 10:05
697,27,398,2/15/2006 10:05
698,27,415,2/15/2006 10:05
699,27,462,2/15/2006 10:05
700,27,477,2/15/2006 10:05
701,27,500,2/15/2006 10:05
702,27,503,2/15/2006 10:05
703,27,540,2/15/2006 10:05
704,27,586,2/15/2006 10:05
705,27,593,2/15/2006 10:05
706,27,637,2/15/2006 10:05
707,27,679,2/15/2006 10:05
708,27,682,2/15/2006 10:05
709,27,695,2/15/2006 10:05
710,27,771,2/15/2006 10:05
711,27,805,2/15/2006 10:05
712,27,830,2/15/2006 10:05
713,27,854,2/15/2006 10:05
714,27,873,2/15/2006 10:05
715,27,880,2/15/2006 10:05
716,27,889,2/15/2006 10:05
717,27,904,2/15/2006 10:05
718,27,967,2/15/2006 10:05
719,27,986,2/15/2006 10:05
720,27,996,2/15/2006 10:05
721,28,14,2/15/2006 10:05
722,28,43,2/15/2006 10:05
723,28,58,2/15/2006 10:05
724,28,74,2/15/2006 10:05
725,28,96,2/15/2006 10:05
726,28,107,2/15/2006 10:05
727,28,259,2/15/2006 10:05
728,28,263,2/15/2006 10:05
729,28,287,2/15/2006 10:05
730,28,358,2/15/2006 10:05
731,28,502,2/15/2006 10:05
732,28,508,2/15/2006 10:05
733,28,532,2/15/2006 10:05
734,28,551,2/15/2006 10:05
735,28,574,2/15/2006 10:05
736,28,597,2/15/2006 10:05
737,28,619,2/15/2006 10:05
738,28,625,2/15/2006 10:05
739,28,652,2/15/2006 10:05
740,28,679,2/15/2006 10:05
741,28,743,2/15/2006 10:05
742,28,790,2/15/2006 10:05
743,28,793,2/15/2006 10:05
744,28,816,2/15/2006 10:05
745,28,827,2/15/2006 10:05
746,28,835,2/15/2006 10:05
747,28,879,2/15/2006 10:05
748,28,908,2/15/2006 10:05
749,28,953,2/15/2006 10:05
750,28,973,2/15/2006 10:05
751,28,994,2/15/2006 10:05
752,29,10,2/15/2006 10:05
753,29,79,2/15/2006 10:05
754,29,105,2/15/2006 10:05
755,29,110,2/15/2006 10:05
756,29,131,2/15/2006 10:05
757,29,133,2/15/2006 10:05
758,29,172,2/15/2006 10:05
759,29,226,2/15/2006 10:05
760,29,273,2/15/2006 10:05
761,29,282,2/15/2006 10:05
762,29,296,2/15/2006 10:05
763,29,311,2/15/2006 10:05
764,29,335,2/15/2006 10:05
765,29,342,2/15/2006 10:05
766,29,436,2/15/2006 10:05
767,29,444,2/15/2006 10:05
768,29,449,2/15/2006 10:05
769,29,462,2/15/2006 10:05
770,29,482,2/15/2006 10:05
771,29,488,2/15/2006 10:05
772,29,519,2/15/2006 10:05
773,29,547,2/15/2006 10:05
774,29,590,2/15/2006 10:05
775,29,646,2/15/2006 10:05
776,29,723,2/15/2006 10:05
777,29,812,2/15/2006 10:05
778,29,862,2/15/2006 10:05
779,29,928,2/15/2006 10:05
780,29,944,2/15/2006 10:05
781,30,1,2/15/2006 10:05
782,30,53,2/15/2006 10:05
783,30,64,2/15/2006 10:05
784,30,69,2/15/2006 10:05
785,30,77,2/15/2006 10:05
786,30,87,2/15/2006 10:05
787,30,260,2/15/2006 10:05
788,30,262,2/15/2006 10:05
789,30,286,2/15/2006 10:05
790,30,292,2/15/2006 10:05
791,30,301,2/15/2006 10:05
792,30,318,2/15/2006 10:05
793,30,321,2/15/2006 10:05
794,30,357,2/15/2006 10:05
795,30,565,2/15/2006 10:05
796,30,732,2/15/2006 10:05
797,30,797,2/15/2006 10:05
798,30,838,2/15/2006 10:05
799,30,945,2/15/2006 10:05
800,31,88,2/15/2006 10:05
801,31,146,2/15/2006 10:05
802,31,163,2/15/2006 10:05
803,31,164,2/15/2006 10:05
804,31,188,2/15/2006 10:05
805,31,299,2/15/2006 10:05
806,31,308,2/15/2006 10:05
807,31,368,2/15/2006 10:05
808,31,380,2/15/2006 10:05
809,31,431,2/15/2006 10:05
810,31,585,2/15/2006 10:05
811,31,637,2/15/2006 10:05
812,31,700,2/15/2006 10:05
813,31,739,2/15/2006 10:05
814,31,793,2/15/2006 10:05
815,31,802,2/15/2006 10:05
816,31,880,2/15/2006 10:05
817,31,978,2/15/2006 10:05
818,32,65,2/15/2006 10:05
819,32,84,2/15/2006 10:05
820,32,103,2/15/2006 10:05
821,32,112,2/15/2006 10:05
